MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,PavedDrive,MoSold,YrSold,SaleType,SalePrice
20,FV,60,7200,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,905,357,1262,GasA,Y,SBrkr,1262,0,1262,0,0,2,0,2,1,5,0,572,Y,5,2006,New,185000
20,FV,60,7200,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,1293,1293,GasA,Y,SBrkr,1301,0,1301,1,0,2,0,2,1,5,1,572,Y,8,2006,New,187750
20,RL,60,8089,Reg,HLS,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,945,474,1419,GasA,Y,SBrkr,1419,0,1419,1,0,2,0,2,1,7,1,567,Y,10,2007,New,392000
75,RL,60,8400,Reg,Bnk,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,378,342,720,GasA,Y,SBrkr,1052,720,2192,0,0,2,1,4,1,8,1,240,Y,7,2008,WD,179500
50,RL,60,8400,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,388,552,940,GasA,Y,SBrkr,1192,403,1595,0,0,1,0,2,1,6,2,240,Y,6,2006,WD,140000
70,RL,60,7200,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,350,0,560,GasA,Y,SBrkr,575,560,1135,1,0,1,0,3,1,6,0,576,Y,4,2009,WD,155000
190,RH,60,10896,Reg,Bnk,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,256,1184,1440,GasA,Y,FuseA,1440,1440,3395,0,0,2,0,8,2,14,0,0,N,3,2007,WD,200000
50,RL,60,7200,Reg,Lvl,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,569,162,731,GasA,Y,SBrkr,981,787,1768,1,0,1,1,3,1,7,2,240,Y,6,2007,WD,175000
50,RL,60,9900,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,0,778,778,GasA,Y,SBrkr,944,545,1489,0,0,2,0,3,1,7,1,240,Y,7,2009,WD,139500
75,RL,60,6204,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,795,795,GasA,N,SBrkr,954,795,2230,1,0,1,0,5,1,10,0,440,Y,3,2006,WD,118500
50,RL,60,6000,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,1008,1008,GasA,Y,SBrkr,1008,0,1522,0,0,2,0,4,1,7,0,0,P,6,2006,WD,102000
50,RL,60,8400,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,423,758,1181,GasA,Y,SBrkr,1390,304,1694,0,0,2,0,4,1,7,1,576,Y,6,2008,WD,136500
30,RL,60,8400,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,290,0,290,GasA,N,FuseF,438,0,438,0,0,1,0,1,1,3,0,246,N,1,2009,WD,60000
50,RL,59,16466,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,0,816,816,GasA,Y,SBrkr,872,521,1393,0,0,1,1,3,1,8,0,300,Y,4,2008,WD,135500
60,RL,59,9042,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,828,115,943,GasA,Y,SBrkr,943,695,1638,1,0,2,1,3,1,7,2,472,Y,7,2008,WD,192000
60,RL,59,7837,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,0,799,799,GasA,Y,SBrkr,799,772,1571,0,0,2,1,3,1,7,1,380,Y,5,2009,WD,178000
60,RL,59,11796,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,0,847,847,GasA,Y,SBrkr,847,1112,1959,0,0,2,1,4,1,8,1,434,Y,7,2007,WD,215000
80,RL,59,9587,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,655,201,856,GasA,Y,SBrkr,1166,0,1166,1,0,2,0,2,1,5,0,400,Y,7,2008,WD,190000
70,RM,59,10690,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,456,216,672,GasA,Y,FuseA,672,672,1344,0,0,1,0,3,1,6,0,468,Y,7,2009,WD,147000
30,RM,59,8263,Reg,Bnk,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,0,1012,1012,GasA,Y,FuseA,1012,0,1012,0,0,1,0,2,1,6,1,308,Y,5,2007,WD,118400
45,RL,59,7227,Reg,HLS,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,0,832,832,GasA,Y,SBrkr,832,0,832,0,0,1,0,2,1,4,0,528,Y,6,2008,WD,105500
20,RL,59,10593,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,919,801,1720,GasA,Y,SBrkr,1720,0,1720,1,0,2,0,3,1,7,1,527,Y,3,2010,WD,260400
120,RM,59,8198,Reg,Lvl,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,720,638,1358,GasA,Y,SBrkr,1358,0,1358,1,0,2,0,2,1,6,1,484,Y,7,2008,WD,207000
50,RM,59,5310,Reg,Lvl,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,VinylSd,0,485,485,GasA,Y,SBrkr,1001,634,1635,0,0,1,0,2,1,5,0,255,Y,6,2006,WD,117000
60,RL,59,11228,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,50,499,1080,GasA,Y,SBrkr,1080,1017,2097,0,1,2,1,3,1,9,1,678,Y,12,2008,WD,228000
120,FV,59,4282,IR2,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,16,1375,1391,GasA,Y,SBrkr,1391,0,1391,0,0,2,0,2,1,5,0,530,Y,7,2008,WD,196000
45,RM,58,6380,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1922,1950,Gable,CompShg,MetalSd,MetalSd,0,993,993,GasA,Y,FuseA,1048,0,1048,0,0,1,0,2,1,5,1,280,Y,8,2006,WD,113000
50,RL,58,8410,Reg,Lvl,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,0,658,658,GasA,Y,SBrkr,658,526,1184,0,0,1,0,5,1,8,0,0,N,5,2006,WD,81000
30,RL,58,9098,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,348,180,528,GasA,Y,SBrkr,605,0,605,1,0,1,0,2,1,5,0,0,N,7,2007,WD,86000
60,RL,58,17104,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,554,100,654,GasA,Y,SBrkr,664,832,1496,1,0,2,1,3,1,7,1,426,Y,9,2006,New,179665
60,RL,58,10852,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,786,173,959,GasA,Y,SBrkr,959,712,1671,1,0,2,1,3,1,7,1,472,Y,2,2006,WD,173000
60,RL,58,14054,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,879,879,GasA,Y,SBrkr,879,984,1863,0,0,2,1,4,1,9,1,660,Y,11,2006,New,219210
60,RL,58,16770,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,0,1195,1195,GasA,Y,SBrkr,1195,644,1839,0,0,2,1,4,1,7,0,486,Y,6,2010,WD,221000
85,RL,57,8846,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,298,572,870,GasA,Y,SBrkr,914,0,914,0,0,1,0,2,1,5,0,576,Y,7,2006,WD,148000
60,RL,57,8924,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,0,880,880,GasA,Y,SBrkr,880,844,1724,0,0,2,1,3,1,8,0,527,Y,7,2008,WD,188000
20,RL,57,9245,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,686,304,990,GasA,Y,SBrkr,990,0,990,0,1,1,0,3,1,5,0,672,Y,2,2008,WD,145000
50,RL,57,7558,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,0,896,896,GasA,Y,SBrkr,1172,741,1913,0,0,1,1,3,1,9,1,342,Y,3,2009,WD,177000
20,RL,57,6420,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,210,219,980,GasA,Y,FuseA,1148,0,1148,0,1,1,0,2,1,6,0,308,Y,9,2006,WD,123500
60,RL,57,21872,IR2,HLS,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,604,125,729,GasA,Y,SBrkr,729,717,1446,0,1,2,1,3,1,6,1,406,Y,8,2008,WD,175000
60,RL,57,8773,IR1,HLS,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,0,916,916,GasA,Y,SBrkr,916,684,1600,0,0,2,1,3,1,7,1,460,Y,8,2007,WD,169000
45,RM,57,7449,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,637,637,GasA,Y,FuseF,1108,0,1108,0,0,1,0,3,1,6,1,280,N,6,2007,WD,139400
20,RL,57,7677,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,570,203,773,GasA,Y,SBrkr,773,0,773,0,0,1,0,2,1,4,0,240,Y,4,2008,WD,110000
20,RL,57,8280,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,0,932,932,GasA,Y,FuseA,932,0,932,0,0,1,0,2,1,4,1,306,Y,11,2007,WD,124000
70,RM,57,9906,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,0,686,686,GasA,N,SBrkr,810,518,1328,0,0,1,0,3,1,8,0,210,Y,9,2006,WD,107000
20,RL,57,9764,IR1,Lvl,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,702,192,894,GasA,Y,SBrkr,894,0,894,1,0,1,0,3,1,5,0,450,Y,5,2008,WD,130000
30,RL,56,4130,IR1,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,0,270,270,GasA,Y,SBrkr,729,0,729,0,0,1,0,2,1,5,0,0,N,7,2008,WD,52000
30,RL,56,4060,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,864,864,GasA,Y,SBrkr,864,0,864,0,0,1,0,2,1,4,0,0,Y,7,2009,WD,99900
50,RL,56,14720,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,816,1217,2033,GasA,Y,SBrkr,2053,1185,3238,1,0,2,1,4,1,9,1,666,Y,3,2010,WD,410000
60,RL,56,20431,IR2,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,1410,438,1848,GasA,Y,SBrkr,1848,880,2728,1,0,2,1,4,1,10,2,706,Y,4,2006,New,437154
30,RM,56,8960,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,0,1008,1008,GasA,Y,FuseA,1028,0,1028,0,0,1,0,2,1,5,1,360,Y,3,2010,WD,115000
30,RL,55,5350,IR1,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,0,728,728,GasA,Y,SBrkr,1306,0,1306,0,0,1,0,3,1,6,0,0,Y,5,2010,WD,76500
50,RL,55,7264,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0,952,952,GasW,N,SBrkr,952,596,1548,0,0,2,1,3,1,5,0,672,Y,10,2009,WD,205000
30,RL,55,10267,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,210,0,816,GasA,Y,SBrkr,838,0,838,1,0,1,0,2,1,5,0,275,N,5,2008,WD,130000
80,RL,55,10780,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,483,428,911,GasA,Y,SBrkr,954,0,954,0,0,1,0,3,1,6,0,576,Y,7,2006,WD,132500
45,RL,55,10594,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,768,768,Grav,N,SBrkr,789,0,789,0,0,1,0,2,1,5,0,200,Y,6,2007,WD,96500
50,RL,55,7642,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,0,912,912,GasA,Y,SBrkr,912,514,1426,0,0,1,1,3,1,7,1,216,Y,6,2007,WD,189950
70,RL,55,10592,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1923,1996,Hip,CompShg,Wd Sdng,Wd Sdng,0,602,602,GasA,Y,SBrkr,900,602,1502,0,0,1,1,3,1,7,2,180,Y,8,2007,WD,165000
90,RL,55,12640,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,936,396,1728,GasA,Y,SBrkr,1728,0,1728,0,0,2,0,4,2,8,0,574,Y,7,2006,WD,150900
45,RM,55,4388,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,116,556,672,GasA,Y,SBrkr,840,0,840,0,0,1,0,3,1,5,1,0,N,6,2007,WD,87000
45,RL,55,5500,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,0,882,882,GasA,Y,SBrkr,882,0,882,0,0,1,0,1,1,4,0,0,Y,4,2007,WD,103200
50,RM,55,8800,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0,576,576,GasA,Y,SBrkr,792,348,1140,0,0,1,0,3,1,7,0,0,N,6,2010,WD,96500
20,RL,55,8250,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,250,210,952,GasA,Y,SBrkr,1211,0,1211,0,0,1,0,3,1,5,1,322,Y,8,2008,WD,134000
120,RL,55,7892,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,300,899,1199,GasA,Y,SBrkr,1199,0,1199,0,0,2,0,2,1,5,0,530,Y,3,2008,WD,153900
120,RL,55,7892,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,0,918,918,GasA,Y,SBrkr,918,0,918,0,0,2,0,2,1,5,1,264,Y,4,2010,WD,99500
190,RL,55,5687,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,210,570,780,GasA,N,SBrkr,936,780,1716,1,0,2,0,6,1,9,0,0,N,3,2008,WD,135900
50,RH,55,4500,IR2,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,182,611,793,GasA,Y,SBrkr,848,672,1520,0,0,1,0,3,1,6,0,281,Y,7,2009,WD,159434
70,RH,55,8525,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,0,940,940,GasA,N,FuseA,1024,940,1964,0,0,1,1,4,1,7,0,0,N,11,2008,WD,130000
70,RL,54,7588,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,CompShg,Stucco,Stucco,352,441,793,GasA,Y,SBrkr,901,901,1802,0,0,1,1,4,1,9,1,216,Y,7,2006,WD,200100
50,RL,54,7681,IR1,Lvl,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,731,731,GasA,Y,SBrkr,820,523,1343,0,0,1,1,3,1,7,1,186,Y,7,2009,WD,154900
70,RH,54,6629,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,551,121,672,GasA,N,SBrkr,697,672,1369,1,0,2,0,3,1,6,0,300,Y,7,2009,WD,103600
85,RL,54,7244,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,619,149,768,GasA,Y,SBrkr,768,0,768,1,0,1,0,2,1,5,0,624,Y,4,2007,WD,129500
50,RL,54,6342,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,0,780,780,GasA,N,SBrkr,780,240,1020,0,0,1,0,2,1,6,0,0,N,5,2010,WD,94000
20,RL,54,13811,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,980,92,1112,GasA,Y,SBrkr,1137,0,1137,1,0,2,0,2,1,5,1,551,Y,7,2006,WD,176000
120,RL,53,3922,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,0,1258,1258,GasA,Y,SBrkr,1258,0,1258,0,0,2,0,2,1,6,1,648,Y,6,2007,New,172500
120,RL,53,3922,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0,1258,1258,GasA,Y,SBrkr,1402,0,1402,0,2,0,2,2,1,7,1,648,Y,2,2007,New,194201
120,RL,53,3982,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,1154,366,1520,GasA,Y,SBrkr,1567,0,1567,1,0,2,0,1,1,7,1,648,Y,10,2006,New,264561
120,RL,53,3684,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,0,1373,1373,GasA,Y,SBrkr,1555,0,1555,0,0,2,0,2,1,7,1,660,Y,6,2009,WD,174000
120,RL,53,4045,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,1070,286,1356,GasA,Y,SBrkr,1500,0,1500,1,0,2,0,2,1,6,1,648,Y,10,2006,New,246578
70,RL,53,10918,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,0,1276,1276,GasA,Y,SBrkr,1276,804,2080,0,0,1,1,3,1,9,2,282,Y,6,2009,WD,234000
75,RL,53,7128,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,364,554,918,GasA,Y,SBrkr,918,728,1646,0,0,2,0,4,1,7,2,240,Y,8,2007,WD,164000
50,RL,53,5362,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,0,661,661,GasA,Y,SBrkr,661,589,1250,0,0,2,0,3,1,8,1,552,Y,11,2007,WD,139000
120,RL,53,4043,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,559,510,1069,GasA,Y,SBrkr,1069,0,1069,0,0,2,0,2,1,4,0,440,Y,10,2008,COD,140000
120,RL,53,4043,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,360,709,1069,GasA,Y,SBrkr,1069,0,1069,0,0,2,0,2,1,4,1,440,Y,7,2010,WD,127500
50,RM,52,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,816,816,GasA,Y,SBrkr,816,0,1176,0,0,1,0,3,1,6,1,528,Y,9,2006,WD,114500
50,RM,52,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,0,1078,1078,GasA,Y,SBrkr,1128,445,1573,0,0,2,0,3,1,8,1,360,P,6,2008,WD,162900
30,RL,52,5825,IR1,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,0,600,600,GasA,Y,SBrkr,747,0,747,0,0,1,0,1,1,5,0,528,Y,6,2006,WD,79900
50,RM,52,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,0,1042,1042,GasA,Y,SBrkr,1042,534,1576,0,0,1,0,3,1,8,1,225,Y,8,2006,WD,149000
50,RM,52,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,0,0,0,GasA,N,SBrkr,672,240,912,0,0,1,0,2,1,3,0,0,N,7,2006,WD,80500
50,RM,52,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,425,459,884,GasA,Y,FuseA,959,408,1367,0,0,1,0,3,1,6,1,560,Y,11,2007,WD,127500
50,RL,52,8741,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,94,641,735,GasA,Y,FuseA,798,689,1487,0,0,1,1,3,1,7,1,220,Y,4,2010,WD,113000
30,RM,52,6240,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,152,628,780,GasA,Y,FuseA,848,0,1208,0,0,1,0,2,1,5,0,539,Y,1,2009,WD,103000
60,RL,52,46589,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,1361,88,1629,GasA,Y,SBrkr,1686,762,2448,1,0,2,1,4,1,8,1,711,Y,7,2009,WD,402000
30,RL,52,9022,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,0,768,768,GasA,Y,SBrkr,792,0,792,0,0,1,0,2,1,5,0,240,N,5,2009,WD,109500
50,RM,52,5720,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,676,676,GasA,Y,SBrkr,676,455,1131,0,0,1,1,3,1,5,0,200,Y,8,2009,WD,66500
50,RM,52,9439,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,324,588,912,GasA,Y,FuseA,912,336,1248,0,0,1,0,2,1,6,0,160,Y,3,2007,WD,87000
50,RL,52,6292,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,861,861,GasA,Y,SBrkr,877,600,1477,0,1,2,0,3,1,6,1,216,Y,8,2009,WD,145000
